True_Y;Predicted_Y
-4.387023805054524;-3.4536977
1.6356312971560873;1.5913239
1.2646317863784076;2.1601646
6.807386555180795;0.4923116
1.8892765844018455;1.6064768
1.798005201015151;1.6066332
-1.0590160590696989;0.6375252
7.741411604524757;0.37589258
-4.379147208770244;-4.9034233
-4.26376029022338;-0.89814425
-4.224792012218907;-4.854268
-4.590951835993594;-4.8730364
2.2216207813535918;1.2029619
5.140369790004739;2.9632215
-16.72084277470961;1.333861
-3.3894832918194484;-3.5605383
-6.747592310349748;-1.4456246
-0.14793323926802024;-0.37951517
2.970848063623267;4.763324
14.248876954244082;-1.4519616
12.880975499445782;0.34400272
1.5735320405234687;1.6950722
0.4148242390425544;0.6687679
14.803559326080526;-1.3200675
-3.5331122028120627;-4.102308
1.1240471705860517;1.1565771
-10.009230013295456;-4.1525226
-2.132801348882175;-2.6108031
-1.4573539833083924;-2.0118604
0.34296897043974633;0.66428566
-1.6596364924344695;-1.9577575
-6.446193470421745;1.3476405
0.13792918177525235;0.42958927
-9.470291701566822;-3.9661882
7.519481984940091;-0.43010753
-3.8049079485889608;-3.4811625
1.4470664490627818;1.726716
12.877571890830332;3.3644989
8.780066536974592;-2.343488
2.1290114811056893;1.7521572
7.091398746691319;0.80122554
1.5585535329057099;1.7082853
1.382240408522374;1.230216
0.3804397004106736;0.3570404
11.735885241426585;-0.79749036
5.971440805112472;4.407474
-4.384835762585806;-4.808408
-10.106532910007067;-0.6593775
-0.5547259309515173;-1.3719025
-16.137542068087892;1.663626
-0.5087847878654486;-0.6603861
-2.3891063418107126;-2.8412762
3.3102706555230146;2.0855312
-0.9350718434259425;2.5857518
-8.14556974355761;-0.71981865
0.8391524696145598;-0.939178
7.198157699304646;8.095099
0.5047202710178801;0.07397558
-0.40075980215563745;-0.92390203
-3.2785835851872425;-0.8438529
-4.545153970979275;-4.9219675
0.9267204859073908;1.9785967
-10.693319940470031;-4.4135656
-7.318637972955516;-3.7422807
7.7193820344261495;-0.2842756
11.047281724475045;0.06121929
0.08647405464915475;0.71954346
-5.405196879603056;-0.7815938
-1.7934634880531626;-2.0223875
1.1827391849146742;0.27339745
-1.658397817869936;-2.012288
5.09204214876921;0.53109884
0.14866899948270917;0.5359993
0.5771688366507186;0.5998688
23.212435908436117;9.069925
7.529332250265265;-0.42075557
0.19861548331700563;0.86655235
0.3228872959603609;0.42516422
1.1789462183028006;0.9191904
17.25478113547478;3.605826
1.675675845809805;1.762351
-1.591959494756741;-1.8569207
11.741963472162613;0.3756522
-3.9969731509467334;-4.6729517
7.984848442655863;8.032028
-4.656708289984777;-4.8304777
2.7574261896009467;-0.97290194
-0.40637122336866616;-0.8288832
-4.493764125114792;-4.4456053
-4.7448957188717715;-2.4655378
0.7797237912573849;0.9803276
-2.517011956603248;-0.8592021
4.938369930519098;3.589232
-0.4255112845420294;-0.57208157
-2.536398779824351;-3.1251707
12.833466289427635;-0.9273033
0.5548692552636085;0.11320163
0.7226028662946695;0.85194683
0.2775119069622111;0.3427801
1.779763242365907;1.6023912
14.451174359192498;-1.4194553
-4.5483511317837735;-3.9916964
-0.338871996828474;-1.143713
7.866880797279834;7.9019766
1.9438855111332376;1.9844751
-3.474286197717008;-3.7099733
0.41588547692979827;1.4347407
1.4030949162611093;1.7140226
1.194202306147764;0.91840935
1.0786356831455957;0.7354326
6.308286261107548;3.0107179
0.1347076634069471;0.49161816
0.6022491409485693;0.5756693
-11.667626273257786;2.8487663
1.8502492655253708;1.9931622
0.4887900857920452;-0.012884602
0.8391102388475327;0.5306864
-9.021689700861494;-4.0259423
-10.314858454897236;-0.4624709
7.417390981364577;0.60299945
8.229427083887053;0.030181035
3.310686768953295;4.684242
14.135969732799106;0.18154602
13.577039332019798;-1.562743
-1.874048070951147;1.7912722
1.5504931523969205;2.1837444
-4.488441419008581;-0.092432365
-3.517630324374963;-3.4206796
0.817413611656009;1.0120535
-4.676777453890268;-4.819706
3.1972939732188976;-0.17345808
0.5606899517369731;0.67727184
-9.410256422465533;-4.1109676
-4.598552434810832;-4.1796703
2.0276282315435106;4.1020603
3.4992837318935104;0.56185055
8.18757247174077;7.4017344
-0.6225186417229835;-0.37596226
7.9948893675724175;-0.29870477
-2.9269209402673746;-3.374959
1.6448552154832567;1.4491453
6.737417183720603;-0.06567977
-5.810972553066501;0.31804097
1.814363581820046;1.7318802
1.2903869638358696;0.87418365
7.817906056721653;0.16509913
-2.7482886650696963;-3.310452
7.434566731493348;-2.4254093
-4.084420711372484;-2.03443
0.25346684751593246;0.09397794
1.1918035028936491;1.0513077
-1.7453249316947;-1.4736199
3.1698658822216212;2.2758946
1.2996892694725835;1.3677254
1.1060306569506557;0.1809826
5.718136706029037;4.155405
-3.76329806760725;1.3842793
-4.0610043567844025;-4.1751842
-6.946671480995233;-3.794247
1.7318015913497982;2.0274549
-3.834700421039996;0.87055445
8.557009569530747;0.08800988
-10.041653856382073;-0.42623103
7.2076186112619895;8.27868
-1.6919015810538274;-0.87092274
-2.710436445886674;-3.9700491
8.089577529562487;-0.42305124
2.40924064680493;1.4609472
1.7360777112699641;1.5007725
7.41872842318699;6.0089335
4.721658742679427;5.8369675
7.868088829776726;8.18009
0.5685552056558766;0.75290775
-0.9284977922217509;-1.2831216
0.7864410786640439;0.5452957
7.475947694377274;-0.49761868
-0.4910297141582154;0.315135
13.368747921150877;0.31269002
0.9606830342159098;1.2914543
23.564685371147938;3.4816954
-0.11188818427408512;2.4414234
6.875340660185203;7.6017942
-9.996469799291939;-4.3209543
-5.265464275391799;-4.009933
1.4631877297308356;1.7205706
5.678388219873515;1.1674795
-5.026177224935577;-4.186287
0.417354753518707;0.72488594
7.086500927179228;7.886775
7.749622447493799;-0.48327243
-4.297759251955265;-4.505393
6.094359093825142;-0.91594636
1.62188397626759;1.6761665
-1.2590208472703928;-3.2173119
1.2315108757778461;1.7115259
-2.3841035039945506;-3.0033293
4.883629536526899;6.1651087
1.7021332041352721;1.5947447
0.3871874930191091;0.5447874
-9.960205903778933;-4.2096515
-1.4743408174269956;-1.8811789
-3.63463765652534;0.2059366
-10.646616951553636;-0.59980255
-9.291046228194224;-0.66700596
12.905923611843281;-1.8190366
0.4483672126586216;3.037737
-4.874845116302143;-2.3776774
-4.878661984592564;-2.4397683
-5.08487035493052;-2.3770576
28.908619043554587;6.030864
-3.474410914007647;0.8204284
-10.835265798713142;-0.479145
-1.3124789719739711;-0.8909877
1.7581147776234003;2.1047351
-0.12347841787256512;-0.13811968
7.700488284062078;0.49991632
7.465201647694334;6.952293
1.7380581389248182;1.5814018
-5.0559036304662355;-4.9325266
1.2414606096371987;0.8095083
-21.53474391466832;2.4865365
-3.1931181591904894;2.5651863
3.947653619701205;1.5827497
-6.4400281721119415;0.3633033
-4.774791644154543;-4.909603
-10.867253459726252;-0.5862479
0.398463021360016;0.6404362
-10.56617231218458;-4.4582434
5.755753277442198;4.1990757
3.9973463838841683;1.6824865
6.05810305897409;4.90272
1.383124931589297;1.6360006
0.17408047545052738;0.41794968
2.2772888434665415;0.6177821
10.996215635332765;2.0703547
0.8465752939573485;2.3392751
20.46647399602442;3.9308453
1.6186003492513241;1.7349024
2.344440563181732;1.165174
7.168213944011976;-0.86101556
7.79137484463357;7.642044
0.9849598635556961;1.2168245
-4.939517766346822;-3.0533757
5.705135542291037;-0.9786956
-6.6051981455013475;-3.698935
-1.0429404765368335;-0.8115635
-4.735966164390972;-4.9147463
