0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0.0;1.4756638;0.1355429;0.25381416;0.0;0.0;4.1645794;0.0;8.2219;0.51291305;0.0;3.4732387;0.0;3.0987391;0.8430128;3.870591
0.0;2.639009;0.0;2.7543607;1.0337669;0.0;2.6688633;0.0;0.0;0.0;3.2295032;0.0;0.0;0.0;0.0;0.0
0.0;1.8209093;0.0;0.8725791;0.0;0.0;4.3197217;0.0;7.168129;0.16204107;0.0;2.6601253;0.0;2.7000575;0.4975855;3.4223692
0.0;0.14118737;1.2114425;0.0;0.0;0.0;3.560235;0.0;12.25032;1.8526573;0.0;6.5778103;0.0;4.623198;2.1701868;5.585031
0.0;0.0;3.2979057;0.0;3.3233204;5.103128;0.0;0.0;5.5853705;0.0;2.8368192;0.0;0.0;2.8554626;0.0;0.0
0.24896857;4.358662;0.0;3.4364944;0.0;0.0;4.8861933;0.0;0.4866306;0.0;1.0106311;0.0;0.0;0.0;0.0;0.6235922
0.7839359;4.3517747;0.0;3.0698404;0.01588856;0.0;4.002135;0.0;0.0;0.0;2.8937678;0.0;0.0;0.0;0.0;0.0
0.0;0.099271536;1.2449863;0.0;0.0;0.0;3.5411673;0.0;12.376036;1.8944383;0.0;6.674624;0.0;4.6707783;2.211727;5.6385517
0.0;3.532495;0.0;2.955266;0.0;0.0;5.129344;0.0;3.286547;0.0;0.0;0.0;0.0;1.1954046;0.0;1.8121569
0.5625744;4.2597485;0.0;3.149528;0.2379579;0.0;3.905528;0.0;0.0;0.0;3.0721498;0.0;0.0;0.0;0.0;0.0
0.0;1.0205426;0.50712717;0.0;0.0;0.0;3.960063;0.0;9.61104;0.97545254;0.0;4.5451303;0.0;3.6243038;1.298376;4.4614635
0.0;2.0201375;0.0;2.502057;1.2833029;0.21710749;2.0587635;0.0;0.0;0.0;3.1676826;0.0;0.0;0.0;0.0;0.0
0.0;3.1969125;0.0;2.6758432;0.0;0.0;4.9711885;0.0;3.9021742;0.0;0.0;0.11052641;0.0;1.4419122;0.0;2.0779188
0.0;4.358451;0.0;3.4236436;0.0;0.0;5.1136274;0.0;0.98968035;0.0;0.6572643;0.0;0.0;0.09485048;0.0;0.81031066
0.0;3.1899824;0.0;2.6702073;0.0;0.0;4.96774;0.0;3.9140522;0.0;0.0;0.120339334;0.0;1.4466299;0.0;2.0830498
0.0;0.0;4.7876368;0.0;3.8935332;6.840278;0.0;0.0;7.7173333;0.0;2.8430161;0.019024432;0.0;4.0620236;0.0;0.0
0.86179143;4.364811;0.0;3.0502586;0.0;0.0;4.1814384;0.0;0.0;0.0;2.37878;0.0;0.0;0.0;0.0;0.0
0.0;1.3278252;0.25624585;0.0;0.0;0.0;4.0981455;0.0;8.67314;0.6631619;0.0;3.821426;0.0;3.2694607;0.99093044;4.062526
0.0;0.0;0.78696364;0.7256019;2.3664725;2.2190058;0.0;0.0;2.037134;0.0;2.893281;0.0;0.0;0.8305836;0.0;0.0
0.0;0.7860571;0.69534844;0.0;0.0;0.0;3.8535876;0.0;10.316172;1.2098624;0.0;5.088315;0.0;3.8911648;1.531091;4.7616158
0.015108943;3.5577946;0.0;3.0299664;0.6369248;0.0;3.4139044;0.0;0.0;0.0;3.1702557;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.6869056;0.0;0.0;0.0;2.7215652;0.0;17.779879;3.6903505;0.0;10.836138;0.0;6.7160115;3.9973023;7.9391026
0.0;0.42450973;0.98469716;0.0;0.0;0.0;3.6891189;0.0;11.400556;1.5702468;0.0;5.9234014;0.0;4.3015804;1.889401;5.223264
0.07540178;3.6549704;0.0;3.0520732;0.58968794;0.0;3.4862604;0.0;0.0;0.0;3.16052;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.45482832;1.049906;2.2198474;1.8356004;0.0;0.0;1.5813602;0.0;2.924024;0.0;0.0;0.52723175;0.0;0.0
0.21997787;3.8702073;0.0;3.1125715;0.4894931;0.0;3.6543424;0.0;0.0;0.0;3.160798;0.0;0.0;0.0;0.0;0.0
0.6719078;4.317003;0.0;3.2435203;0.0;0.0;4.4314137;0.0;0.0;0.0;1.6471357;0.0;0.0;0.0;0.0;0.22054926
0.0;4.3501062;0.0;3.4192135;0.0;0.0;5.1328154;0.0;1.059817;0.0;0.6084959;0.0;0.0;0.12953767;0.0;0.835609
0.0;0.0;1.3899386;0.0;0.0;0.0;3.458776;0.0;12.919267;2.0749755;0.0;7.092966;0.0;4.876379;2.3912244;5.8698187
0.0;2.463815;0.0;1.9863175;0.0;0.0;4.592024;0.0;5.2292485;0.0;0.0;1.1960883;0.0;1.958057;0.0;2.6262763
0.0;3.8956878;0.0;3.1893563;0.0;0.0;5.217305;0.0;2.4670572;0.0;0.0;0.0;0.0;0.8007512;0.0;1.4598548
0.0;0.0;1.7048094;0.0;2.7264233;3.2742312;0.0;0.0;3.3272595;0.0;2.8608236;0.0;0.0;1.5887858;0.0;0.0
0.0;2.3428748;0.0;2.6340067;1.1574249;0.08235286;2.3777235;0.0;0.0;0.0;3.204503;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.156877;0.0;0.0;0.0;3.0228393;0.0;15.7935;3.0301979;0.0;9.306421;0.0;5.9642124;3.3409488;7.0934515
0.0;2.5396943;0.0;2.7141483;1.076948;0.0;2.5715442;0.0;0.0;0.0;3.222961;0.0;0.0;0.0;0.0;0.0
0.0;4.172101;0.0;3.3429205;0.0;0.0;5.235485;0.0;1.7773001;0.0;0.1351286;0.0;0.0;0.47305834;0.0;1.1521674
0.0;2.6924398;0.0;2.251995;0.0;0.0;4.7111845;0.0;4.758011;0.0;0.0;0.81984335;0.0;1.7781683;0.0;2.438813
0.0;0.0;0.0;1.5389569;1.998736;1.2574252;0.0;0.0;0.8940537;0.0;2.970385;0.0;0.0;0.06977755;0.0;0.0
0.0;0.0;1.6029408;0.019339621;2.688255;3.157285;0.0;0.0;3.1828675;0.0;2.862359;0.0;0.0;1.5077897;0.0;0.0
0.0;0.0;1.2140734;0.33791485;2.5425549;2.7108603;0.0;0.0;2.6316729;0.0;2.868218;0.0;0.0;1.1985997;0.0;0.0
0.0;2.0517685;0.0;1.2791303;0.0;0.0;4.420249;0.0;6.4674273;0.0;0.0;2.1254082;0.0;2.4333735;0.2719405;3.129725
0.0;4.3371706;0.0;3.4142907;0.0;0.0;5.1459217;0.0;1.1239814;0.0;0.568174;0.0;0.0;0.1603255;0.0;0.8599292
0.0;2.4672081;0.0;2.6847987;1.1084639;0.030029941;2.5005145;0.0;0.0;0.0;3.2181854;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.3866897;0.19650088;2.6072307;2.909026;0.0;0.0;2.8763456;0.0;2.8656168;0.0;0.0;1.3358476;0.0;0.0
0.0;3.8177376;0.0;3.1419518;0.0;0.0;5.2043486;0.0;2.6425364;0.0;0.0;0.0;0.0;0.88380206;0.0;1.5377451
0.40053526;4.3677115;0.0;3.4254627;0.0;0.0;4.6854334;0.0;0.16657273;0.0;1.230346;0.0;0.0;0.0;0.0;0.50893205
0.0;1.1676525;0.3870191;0.0;0.0;0.0;4.0261693;0.0;9.162025;0.825945;0.0;4.19866;0.0;3.4544244;1.151188;4.270474
0.0;0.8690392;0.62893766;0.0;0.0;0.0;3.8913364;0.0;10.067284;1.1271479;0.0;4.896646;0.0;3.7969675;1.4488521;4.655658
0.0;0.0;0.74738544;0.7642477;2.3490012;2.1733172;0.0;0.0;1.9828217;0.0;2.8969445;0.0;0.0;0.794435;0.0;0.0
0.0;0.0;2.8712533;0.0;3.1634638;4.613325;0.0;0.0;4.980618;0.0;2.8432484;0.0;0.0;2.5162296;0.0;0.0
0.7946343;4.3372254;0.0;3.1566935;0.0;0.0;4.328327;0.0;0.0;0.0;1.9564543;0.0;0.0;0.0;0.0;0.07001976
0.0;0.0;1.495831;0.1070874;2.648123;3.0343223;0.0;0.0;3.0310469;0.0;2.8639722;0.0;0.0;1.4226263;0.0;0.0
0.0;2.1616077;0.0;2.5598965;1.2281249;0.15803838;2.198578;0.0;0.0;0.0;3.1838226;0.0;0.0;0.0;0.0;0.0
0.0;2.908246;0.0;2.4411025;0.0;0.0;4.827567;0.0;4.39693;0.0;0.0;0.5192571;0.0;1.6384164;0.0;2.2916307
0.0;2.164027;0.0;2.5608854;1.2271816;0.15702854;2.2009687;0.0;0.0;0.0;3.1840982;0.0;0.0;0.0;0.0;0.0
0.0;0.0;3.5801911;0.0;3.429087;5.427194;0.0;0.0;5.98549;0.0;2.8325663;0.0;0.0;3.0799084;0.0;0.0
0.83752906;4.353223;0.0;3.0949154;0.0;0.0;4.2493396;0.0;0.0;0.0;2.2130485;0.0;0.0;0.0;0.0;0.0
0.0;0.0;3.683949;0.0;3.4679632;5.546309;0.0;0.0;6.13256;0.0;2.8310027;0.0;0.0;3.1624064;0.0;0.0
0.0;0.0;4.4651957;0.0;0.0;0.0;1.712275;0.0;24.446974;5.9055185;0.0;15.969253;0.0;9.239446;6.1996937;10.77761
0.0;0.0;0.7844257;0.72808015;2.3653526;2.2160761;0.0;0.0;2.033651;0.0;2.8935156;0.0;0.0;0.8282653;0.0;0.0
0.68430084;4.308254;0.0;3.095136;0.12102363;0.0;3.9477057;0.0;0.0;0.0;2.988019;0.0;0.0;0.0;0.0;0.0
0.0;4.3520837;0.0;3.4202597;0.0;0.0;5.128784;0.0;1.0442853;0.0;0.6192639;0.0;0.0;0.12194234;0.0;0.83003277
0.6614892;4.300172;0.0;3.1063583;0.14367718;0.0;3.9399917;0.0;0.0;0.0;3.004974;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.7621093;0.0;0.0;0.0;2.6788194;0.0;18.061716;3.7840161;0.0;11.053181;0.0;6.8226805;4.090428;8.059089
0.27195618;4.357705;0.0;3.4358003;0.0;0.0;4.858594;0.0;0.436256;0.0;1.0455023;0.0;0.0;0.0;0.0;0.6053371
0.0;2.207116;0.0;2.5785027;1.210375;0.1390372;2.2435536;0.0;0.0;0.0;3.1890144;0.0;0.0;0.0;0.0;0.0
0.0;0.0;3.3456583;0.0;3.3412127;5.1579475;0.0;0.0;5.6530557;0.0;2.8361;0.0;0.0;2.8934307;0.0;0.0
0.0;3.6522353;0.0;3.0389624;0.0;0.0;5.1697073;0.0;3.020565;0.0;0.0;0.0;0.0;1.0667547;0.0;1.700879
0.0;2.1578197;0.0;1.4611437;0.0;0.0;4.4644604;0.0;6.148748;0.0;0.0;1.8862228;0.0;2.311038;0.17202595;3.0001493
0.0;3.7227662;0.0;3.0841973;0.0;0.0;5.1885624;0.0;2.8563328;0.0;0.0;0.0;0.0;0.984988;0.0;1.6326433
0.0;0.0;1.1521552;0.38864055;2.5193555;2.6397772;0.0;0.0;2.5439084;0.0;2.8691506;0.0;0.0;1.1493684;0.0;0.0
0.0;2.4925733;0.0;2.6950688;1.0974355;0.018443234;2.52537;0.0;0.0;0.0;3.2198563;0.0;0.0;0.0;0.0;0.0
0.0;3.6028447;0.0;3.0067956;0.0;0.0;5.155298;0.0;3.1357737;0.0;0.0;0.0;0.0;1.1246891;0.0;1.748466
0.0;0.59594375;0.0;1.9125392;1.8047945;0.8064197;0.6649213;0.0;0.37298635;0.0;2.9959397;0.0;0.0;0.0;0.0;0.0
0.6357588;4.291056;0.0;3.1190166;0.16922942;0.0;3.9312909;0.0;0.0;0.0;3.024098;0.0;0.0;0.0;0.0;0.0
0.0;0.0;1.3597822;0.21854497;2.5971487;2.8781354;0.0;0.0;2.8382058;0.0;2.8660226;0.0;0.0;1.3144532;0.0;0.0
0.0;2.525225;0.0;2.0917149;0.0;0.0;4.6176243;0.0;5.044713;0.0;0.0;1.0575848;0.0;1.8872169;0.0;2.5512433
0.0;4.3071995;0.0;3.403;0.0;0.0;5.1754894;0.0;1.2703916;0.0;0.47656593;0.0;0.0;0.2305209;0.0;0.91554654
0.0;4.1476545;0.0;3.3303714;0.0;0.0;5.2354155;0.0;1.8409555;0.0;0.09282613;0.0;0.0;0.50343204;0.0;1.1805949
0.0;0.0;1.3494854;0.0;0.0;0.0;3.4817698;0.0;12.767664;2.024591;0.0;6.9762163;0.0;4.8190002;2.3411307;5.805277
0.0;2.8177526;0.0;2.8263621;0.9593904;0.0;2.8396058;0.0;0.0;0.0;3.239665;0.0;0.0;0.0;0.0;0.0
0.0;3.1363635;0.0;2.944835;0.8431571;0.0;3.107927;0.0;0.0;0.0;3.234355;0.0;0.0;0.0;0.0;0.0
0.880525;4.376805;0.0;3.0121462;0.0;0.0;4.119813;0.0;0.0;0.0;2.5239873;0.0;0.0;0.0;0.0;0.0
0.21587916;4.360109;0.0;3.436688;0.0;0.0;4.923728;0.0;0.55718553;0.0;0.9620358;0.0;0.0;0.0;0.0;0.64938706
0.0;0.13085663;1.2197089;0.0;0.0;0.0;3.5555356;0.0;12.281305;1.8629544;0.0;6.6016707;0.0;4.634925;2.1804247;5.598222
0.0;4.048361;0.0;3.279401;0.0;0.0;5.235137;0.0;2.0995054;0.0;0.0;0.0;0.0;0.6268011;0.0;1.2960595
0.0;4.277157;0.0;3.390728;0.0;0.0;5.1958294;0.0;1.3982413;0.0;0.3926109;0.0;0.0;0.291672;0.0;0.97161925
0.0;2.1792767;0.0;1.49797;0.0;0.0;4.473404;0.0;6.084271;0.0;0.0;1.8378284;0.0;2.2862859;0.15181023;2.973932
0.49803996;4.344007;0.0;3.3701599;0.0;0.0;4.569667;0.0;0.0;0.0;1.373471;0.0;0.0;0.0;0.0;0.42433
0.0;1.7332592;0.0;2.384357;1.3949684;0.3376879;1.7753191;0.0;0.0;0.0;3.1336126;0.0;0.0;0.0;0.0;0.0
0.0;0.0;4.89563;0.0;3.94259;6.987595;0.0;0.0;7.892148;0.0;2.8634987;0.034561962;0.0;4.166107;0.0;0.0
0.20177585;3.843109;0.0;3.1049547;0.50210756;0.0;3.6331809;0.0;0.0;0.0;3.1607623;0.0;0.0;0.0;0.0;0.0
0.0;3.1667476;0.0;2.950926;0.8290818;0.0;3.1297984;0.0;0.0;0.0;3.2291918;0.0;0.0;0.0;0.0;0.0
0.7909102;4.3355427;0.0;3.1607406;0.0;0.0;4.3337326;0.0;0.0;0.0;1.937809;0.0;0.0;0.0;0.0;0.07670119
0.0;0.0;2.5766594;0.0;0.0;0.0;2.7842302;0.0;17.366714;3.5530393;0.0;10.517959;0.0;6.559637;3.860781;7.763206
0.8476477;4.358056;0.0;3.0762918;0.0;0.0;4.221022;0.0;0.0;0.0;2.2821665;0.0;0.0;0.0;0.0;0.0
0.8185102;4.3657703;0.0;3.0613666;0.0;0.0;4.0232964;0.0;0.0;0.0;2.8562937;0.0;0.0;0.0;0.0;0.0
0.0;0.0;6.6366935;0.0;4.7656317;9.460824;0.0;0.0;10.81036;0.0;3.2814555;0.27044177;0.0;5.9189177;0.0;0.0
0.36820984;4.3623576;0.0;3.4345338;0.0;0.0;4.72841;0.0;0.21874315;0.0;1.1952021;0.0;0.0;0.0;0.0;0.52528834
0.0;2.7672334;0.0;2.8062785;0.97801656;0.0;2.7945108;0.0;0.0;0.0;3.2379508;0.0;0.0;0.0;0.0;0.0
0.8387397;4.3538013;0.0;3.0926871;0.0;0.0;4.2459507;0.0;0.0;0.0;2.2213185;0.0;0.0;0.0;0.0;0.0
0.0;0.9617605;0.55473214;0.0;0.0;0.0;3.9335167;0.0;9.7891865;1.0347247;0.0;4.682483;0.0;3.6917133;1.3569611;4.537265
0.0;0.0;2.0390089;0.0;2.8516402;3.6578972;0.0;0.0;3.800966;0.0;2.8557878;0.0;0.0;1.854509;0.0;0.0
0.0;0.0;0.5080251;0.99796355;2.2433317;1.897009;0.0;0.0;1.6543597;0.0;2.9191003;0.0;0.0;0.57581836;0.0;0.0
0.0;0.0;0.66247755;0.8471526;2.3115168;2.075304;0.0;0.0;1.8663077;0.0;2.9048038;0.0;0.0;0.7168856;0.0;0.0
0.0;1.8164179;0.0;0.86452997;0.0;0.0;4.317704;0.0;7.181837;0.16660479;0.0;2.670703;0.0;2.705243;0.5020789;3.428199
0.0;0.0;3.052798;0.0;3.2314844;4.8217397;0.0;0.0;5.2379446;0.0;2.8405128;0.0;0.0;2.6605763;0.0;0.0
0.0;0.17639333;1.1832669;0.0;0.0;0.0;3.5762503;0.0;12.14473;1.817565;0.0;6.4964924;0.0;4.5832334;2.1352956;5.5400777
0.0;0.11839479;0.0;1.6326485;1.9532398;1.1444926;0.12654644;0.0;0.76172835;0.0;2.9760685;0.0;0.0;0.0;0.0;0.0
0.0;0.0;5.8136563;0.0;4.376563;8.291677;0.0;0.0;9.4308605;0.0;3.083878;0.1589374;0.0;5.0903277;0.0;0.0
0.0;1.5491054;0.07558119;0.38543966;0.0;0.0;4.1975822;0.0;7.9977384;0.43827498;0.0;3.300271;0.0;3.0139303;0.76953304;3.7752442
0.0;3.4060264;0.0;2.8489356;0.0;0.0;5.071125;0.0;3.5249114;0.0;0.0;0.0;0.0;1.2911428;0.0;1.9150337
0.6224945;4.28611;0.0;3.1251395;0.18190849;0.0;3.926614;0.0;0.0;0.0;3.0332575;0.0;0.0;0.0;0.0;0.0
0.0;3.715539;0.0;3.0798018;0.0;0.0;5.1873627;0.0;2.8726032;0.0;0.0;0.0;0.0;0.99268854;0.0;1.6398654
0.0;0.0;1.5844002;0.0;0.0;0.0;3.348241;0.0;13.6480465;2.3171778;0.0;7.654202;0.0;5.1522055;2.632033;6.180078
0.7786801;4.349335;0.0;3.0707264;0.021917935;0.0;3.998714;0.0;0.0;0.0;2.8991003;0.0;0.0;0.0;0.0;0.0
0.0;1.3126962;0.26859784;0.0;0.0;0.0;4.0913477;0.0;8.719317;0.67853737;0.0;3.8570566;0.0;3.286931;1.0060678;4.082168
0.0;1.0114783;0.0;2.0858333;1.6632844;0.6386791;1.0679276;0.0;0.11225861;0.0;3.0433936;0.0;0.0;0.0;0.0;0.0
0.0;1.7833557;0.0;0.805274;0.0;0.0;4.302847;0.0;7.2827497;0.20020637;0.0;2.7485702;0.0;2.7434225;0.53515875;3.4711232
0.0;0.0;3.6265879;0.0;3.4464715;5.4804583;0.0;0.0;6.0512543;0.0;2.8318667;0.0;0.0;3.1167984;0.0;0.0
0.0;2.2449424;0.0;1.6106715;0.0;0.0;4.50078;0.0;5.886947;0.0;0.0;1.6897275;0.0;2.210537;0.089944035;2.8937001
0.0;4.3162975;0.0;3.4064276;0.0;0.0;5.1665134;0.0;1.2259469;0.0;0.5043745;0.0;0.0;0.20921224;0.0;0.89866316
0.0;0.0;0.751301;0.76042354;2.3507292;2.1778383;0.0;0.0;1.9881954;0.0;2.8965821;0.0;0.0;0.7980114;0.0;0.0
0.0;0.75230646;0.7223596;0.0;0.0;0.0;3.8382344;0.0;10.4174;1.2435054;0.0;5.166271;0.0;3.9294786;1.56454;4.804711
0.0;3.4100661;0.0;3.000057;0.7101568;0.0;3.3064146;0.0;0.0;0.0;3.192062;0.0;0.0;0.0;0.0;0.0
0.0;0.0;2.6797931;0.0;3.0917282;4.3935266;0.0;0.0;4.709235;0.0;2.8461332;0.0;0.0;2.363999;0.0;0.0
0.0;0.0;1.7375627;0.0;0.0;0.0;3.2611823;0.0;14.222049;2.5079412;0.0;8.096242;0.0;5.369453;2.8216984;6.424445
0.14474581;3.758206;0.0;3.0810907;0.5416307;0.0;3.566879;0.0;0.0;0.0;3.160653;0.0;0.0;0.0;0.0;0.0
0.0;3.1465282;0.0;2.946873;0.8384484;0.0;3.1152442;0.0;0.0;0.0;3.2326279;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.62609875;0.8826735;2.295457;2.0333092;0.0;0.0;1.8163869;0.0;2.9081712;0.0;0.0;0.6836597;0.0;0.0
0.0;0.7318059;0.7387658;0.0;0.0;0.0;3.8289092;0.0;10.478887;1.2639384;0.0;5.2136226;0.0;3.9527493;1.5848559;4.830887
0.0;0.4505436;0.96386164;0.0;0.0;0.0;3.7009618;0.0;11.322472;1.5442958;0.0;5.863269;0.0;4.272027;1.8635998;5.190023
0.0;0.53965425;0.0;1.8795481;1.8222922;0.8462687;0.60146195;0.0;0.41880804;0.0;2.993598;0.0;0.0;0.0;0.0;0.0
0.0;2.8098376;0.0;2.8232255;0.9622124;0.0;2.8326688;0.0;0.0;0.0;3.2394419;0.0;0.0;0.0;0.0;0.0
0.0;3.2270925;0.0;2.9630113;0.8008599;0.0;3.1732807;0.0;0.0;0.0;3.2190695;0.0;0.0;0.0;0.0;0.0
0.0;2.3144045;0.0;2.6223667;1.1685294;0.09424004;2.3495865;0.0;0.0;0.0;3.2012553;0.0;0.0;0.0;0.0;0.0
0.0;2.670725;0.0;2.2320552;0.0;0.0;4.6988707;0.0;4.7937536;0.0;0.0;0.84975487;0.0;1.7917513;0.0;2.45278
0.0;3.3719847;0.0;2.9923468;0.72903436;0.0;3.2787058;0.0;0.0;0.0;3.1976829;0.0;0.0;0.0;0.0;0.0
0.0;2.845659;0.0;2.8374217;0.94944036;0.0;2.8640666;0.0;0.0;0.0;3.2404509;0.0;0.0;0.0;0.0;0.0
0.0;2.4827743;0.0;2.0188572;0.0;0.0;4.599927;0.0;5.1722755;0.0;0.0;1.1533275;0.0;1.9361857;0.0;2.603111
0.0;0.0;4.834046;0.0;3.913478;6.900115;0.0;0.0;7.7889276;0.0;2.8487153;0.02621901;0.0;4.104108;0.0;0.0
0.0;1.008926;0.0;2.0847778;1.6641551;0.6396928;1.0654606;0.0;0.11385016;0.0;3.0430984;0.0;0.0;0.0;0.0;0.0
0.0;0.8855541;0.6157212;0.0;0.0;0.0;3.898849;0.0;10.017753;1.1106858;0.0;4.858502;0.0;3.7782207;1.4324858;4.6345716
0.0;0.0;0.13124734;1.3658576;2.0769982;1.4620701;0.0;0.0;1.1373255;0.0;2.9539757;0.0;0.0;0.23169309;0.0;0.0
0.0;1.6013325;0.032940656;0.47904316;0.0;0.0;4.2210507;0.0;7.8383293;0.38519645;0.0;3.177268;0.0;2.95362;0.71727836;3.7074394
0.0;0.0;0.64688486;0.86237776;2.3046327;2.0573037;0.0;0.0;1.8449105;0.0;2.9062467;0.0;0.0;0.70264417;0.0;0.0
0.0;0.0;2.1005168;0.0;2.8746853;3.7285092;0.0;0.0;3.8881488;0.0;2.8548608;0.0;0.0;1.9034141;0.0;0.0
0.0;2.1157475;0.0;1.3889362;0.0;0.0;4.446921;0.0;6.2751727;0.0;0.0;1.9811115;0.0;2.3595705;0.21166381;3.0515537
0.0;0.0;1.3392355;0.23537742;2.5894506;2.854548;0.0;0.0;2.8090825;0.0;2.8663325;0.0;0.0;1.2981167;0.0;0.0
0.0;1.6436821;0.0;2.3472934;1.429664;0.3759429;1.6868727;0.0;0.0;0.0;3.1219597;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.7850488;0.7274718;2.3656275;2.2167957;0.0;0.0;2.0345063;0.0;2.8934584;0.0;0.0;0.82883453;0.0;0.0
0.0;0.0;4.9276333;0.0;3.9577188;7.033057;0.0;0.0;7.945789;0.0;2.871182;0.03889805;0.0;4.198326;0.0;0.0
0.17273074;4.35979;0.0;3.434234;0.0;0.0;4.9598074;0.0;0.6390704;0.0;0.9042751;0.0;0.0;0.0;0.0;0.67979527
0.0;2.3468282;0.0;1.7855358;0.0;0.0;4.543254;0.0;5.580786;0.0;0.0;1.4599369;0.0;2.0930066;0.0;2.7692134
0.0;1.881882;0.0;0.9818573;0.0;0.0;4.3471203;0.0;6.982024;0.10007471;0.0;2.516524;0.0;2.6296468;0.4365805;3.3432095
0.0;2.1325643;0.0;1.4177989;0.0;0.0;4.453931;0.0;6.224639;0.0;0.0;1.943183;0.0;2.3401713;0.19581982;3.0310068
0.7868658;4.333311;0.0;3.16532;0.0;0.0;4.3396497;0.0;0.0;0.0;1.9174753;0.0;0.0;0.0;0.0;0.08423514
0.0;2.367687;0.0;2.644151;1.1477469;0.071992844;2.4022455;0.0;0.0;0.0;3.207334;0.0;0.0;0.0;0.0;0.0
0.0;2.9956515;0.0;2.8968654;0.8959612;0.0;2.9955387;0.0;0.0;0.0;3.244677;0.0;0.0;0.0;0.0;0.0
0.0;0.0;0.8052862;0.7077112;2.3745615;2.240157;0.0;0.0;2.062277;0.0;2.8915849;0.0;0.0;0.8473182;0.0;0.0
0.8862172;4.382678;0.0;3.0011508;0.0;0.0;4.0943203;0.0;0.0;0.0;2.5871868;0.0;0.0;0.0;0.0;0.0
0.0;0.0;3.2506633;0.0;3.3056207;5.048892;0.0;0.0;5.5184064;0.0;2.8375306;0.0;0.0;2.8178997;0.0;0.0
0.09575495;4.359221;0.0;3.4298558;0.0;0.0;5.024171;0.0;0.7851514;0.0;0.80123174;0.0;0.0;0.0;0.0;0.73404264
0.0;0.0;7.411879;0.0;5.132079;10.561998;0.0;0.0;12.109656;0.0;3.4675436;0.37546474;0.0;6.699334;0.0;0.0
0.0;0.0;0.009237438;1.4849914;2.0231354;1.3212256;0.0;0.0;0.9698964;0.0;2.965269;0.0;0.0;0.12025672;0.0;0.0
0.0;1.9898442;0.0;1.1728506;0.0;0.0;4.394434;0.0;6.6535053;0.0;0.0;2.2650704;0.0;2.504806;0.33028176;3.2053857
0.0;1.2844034;0.29169732;0.0;0.0;0.0;4.0786343;0.0;8.805673;0.7072908;0.0;3.9236908;0.0;3.319602;1.0343745;4.1188993
